library,accuracy,precision_macro,recall_macro,f1_macro,n_steps,confusion_matrix,train_accuracy,val_accuracy
NumPy,0.9444444444444444,0.9505494505494506,0.942857142857143,0.9453132832080201,1750,"[[12, 0, 0], [1, 13, 0], [0, 1, 9]]",1.0,1.0
PyTorch,0.9444444444444444,0.9505494505494506,0.942857142857143,0.9453132832080201,1750,"[[12, 0, 0], [1, 13, 0], [0, 1, 9]]",1.0,1.0
Scikit-learn,0.9444444444444444,0.9505494505494506,0.942857142857143,0.9453132832080201,1750,"[[12, 0, 0], [1, 13, 0], [0, 1, 9]]",1.0,1.0
